zone,Minute,Result,X,Y,player,h_a,situation,shotType,domVSnondom,Opponent,playerAssist,typeOfAssist,sideOfAttack,PossesionWon,typeOfAttack,year,goals.x,goals.y,sideOfAttackGrouped,Team,Game,GK,net_x,net_y,PSxG
6,17,BLOCKED,20.96,37.41,PLAYER 18,HOME,OPENPLAY,RIGHTVOLLEY,DOMINANT,OPPONENT 1,SHELTON,OTHER,MIDDLE,OFFENSIVE,POOR CLEARANCE,2022,0,0.08134211390457699,MIDDLE,TEAM,2022 - OPPONENT 1 - HOME,GK,17.28,5.01,0.01
6,19,GOAL,19.01,38.12,PLAYER 23,AWAY,CORNER,RIGHTVOLLEY,DOMINANT,OPPONENT 5,KING,SHORT PASS,RIGHT,OFFENSIVE,RESTART,2022,1,0.09758380181171196,SIDE,TEAM,2022 - OPPONENT 5 - AWAY,GK,3.35,9.66,0.01
6,86,SAVED,21.42,44.11,PLAYER 18,HOME,OPENPLAY,LEFTVOLLEY,NONDOMINANT,OPPONENT 10,,,RIGHT,OFFENSIVE,COUNTER,2022,0,0.06998300975181293,SIDE,TEAM,2022 - OPPONENT 10 - HOME,GK,-0.72,11.94,0.01
6,68,SAVED,99.04,55.09,PLAYER 16,HOME,OPENPLAY,LEFTVOLLEY,,OPPONENT 1,,LONG BALL,MIDDLE,MIDDLE,LONG BALL,2022,0,0.042327411147047696,MIDDLE,OPPONENT,2022 - OPPONENT 1 - HOME,GK,2.84,9.75,0.01
6,46,SAVED,23.48,30.75,PLAYER 22,AWAY,THROW-IN,LEFTVOLLEY,DOMINANT,OPPONENT 9,,,RIGHT,OFFENSIVE,THROW-IN,2022,0,0.058460530291651235,SIDE,TEAM,2022 - OPPONENT 9 - AWAY,GK,1.81,6.19,0.9164495002247378
6,47,GOAL,21.68,45.17,PLAYER 12,AWAY,OPENPLAY,RIGHTVOLLEY,DOMINANT,OPPONENT 2,,,MIDDLE,OFFENSIVE,DEFLECTED PASS,2022,1,0.06608734427324499,MIDDLE,TEAM,2022 - OPPONENT 2 - AWAY,GK,-14.35,2.65,0.01
6,83,MISSED,99.56,51.48,PLAYER 16,AWAY,OPENPLAY,LEFTVOLLEY,,OPPONENT 2,,CROSSINAIR,RIGHT,OFFENSIVE,POSSESSION,2022,0,0.05414674072278394,SIDE,OPPONENT,2022 - OPPONENT 2 - AWAY,GK,17.85,1.59,0.01
6,30,MISSED,25.07,41.08,PLAYER 9,AWAY,CORNER,RIGHTVOLLEY,DOMINANT,OPPONENT 2,,,RIGHT,OFFENSIVE,RESTART,2022,0,0.05450034083434587,SIDE,TEAM,2022 - OPPONENT 2 - AWAY,GK,-5.53,5.41,0.9177581669436697
6,90,MISSED,98.14,56.74,PLAYER 16,HOME,THROW-IN,RIGHTVOLLEY,,OPPONENT 3,,,LEFT,OFFENSIVE,THROW-IN,2022,0,0.03622580164744898,SIDE,OPPONENT,2022 - OPPONENT 3 - HOME,GK,0.04,0.28,0.9479456282312431
6,25,MISSED,99.16,54.54,PLAYER 16,HOME,OPENPLAY,RIGHTVOLLEY,,OPPONENT 11,,OTHER,RIGHT,DEFENSIVE,POSSESSION,2022,0,0.04409537922971095,SIDE,OPPONENT,2022 - OPPONENT 11 - HOME,GK,-0.7,0.05,0.9518877362303405
6,75,SAVED,23.07,40.33,PLAYER 13,HOME,CORNER,RIGHTVOLLEY,DOMINANT,OPPONENT 8,,,RIGHT,OFFENSIVE,RESTART,2022,0,0.06579036997368932,SIDE,TEAM,2022 - OPPONENT 8 - HOME,GK,-8.43,7.44,0.9590909438701435
6,86,MISSED,100.21,26.26,PLAYER 16,AWAY,OPENPLAY,RIGHTVOLLEY,,OPPONENT 2,,,RIGHT,OFFENSIVE,COUNTER,2022,0,0.06573563798631456,SIDE,OPPONENT,2022 - OPPONENT 2 - AWAY,GK,17.61,5.22,0.01
6,58,SAVED,92.4,29.41,PLAYER 16,AWAY,OPENPLAY,RIGHTVOLLEY,,OPPONENT 5,,,MIDDLE,OFFENSIVE,POOR CLEARANCE,2022,0,0.03984875985171748,MIDDLE,OPPONENT,2022 - OPPONENT 5 - AWAY,GK,-5.8,0.36,0.9544598461446737
6,68,MISSED,25.2,47.77,PLAYER 9,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 6,,SHORT PASS,MIDDLE,OFFENSIVE,COUNTER,2022,0,0.045160497305627746,MIDDLE,TEAM,2022 - OPPONENT 6 - HOME,GK,-12.29,5.1,0.01
6,70,SAVED,100.53,29.25,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 2,,CROSSINAIR,LEFT,MIDDLE,COUNTER,2022,0,0.07758336884540938,SIDE,OPPONENT,2022 - OPPONENT 2 - AWAY,GK,5,8.66,0.01
6,36,BLOCKED,22.73,27.96,PLAYER 3,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 3,KING,SHORT PASS,LEFT,MIDDLE,COUNTER,2022,0,0.05655845537644387,SIDE,TEAM,2022 - OPPONENT 3 - HOME,GK,-11.62,8.83,0.01
6,52,MISSED,21.25,24.62,PLAYER 15,HOME,OPENPLAY,RIGHTFOOT,NONDOMINANT,OPPONENT 1,,,LEFT,DEFENSIVE,LONG BALL,2022,0,0.054303115809548226,SIDE,TEAM,2022 - OPPONENT 1 - HOME,GK,16.7,5.61,0.01
6,91,SAVED,33.24,45.66,PLAYER 9,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 6,,SHORT PASS,MIDDLE,MIDDLE,RESTART,2022,0,0.024923223230166987,MIDDLE,TEAM,2022 - OPPONENT 6 - HOME,GK,-6.93,5.17,0.9245816336484507
6,22,MISSED,23.45,27.96,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 7,SOMMERFELD,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.053386509070760264,MIDDLE,TEAM,2022 - OPPONENT 7 - HOME,GK,-9.18,8.62,0.01
6,35,MISSED,27.13,63.61,PLAYER 9,HOME,FREEKICK,RIGHTFOOT,DOMINANT,OPPONENT 6,,,LEFT,OFFENSIVE,RESTART,2022,0,0.01749954199895769,SIDE,TEAM,2022 - OPPONENT 6 - HOME,GK,-6.28,8.98,0.01
6,59,SAVED,27.81,31.63,PLAYER 11,HOME,OPENPLAY,LEFTFOOT,DOMINANT,OPPONENT 3,GERVERS,SHORT PASS,MIDDLE,MIDDLE,POSSESSION,2022,0,0.04128317993932713,MIDDLE,TEAM,2022 - OPPONENT 3 - HOME,GK,-13.46,11.6,0.01
6,24,GOAL,19.24,33.88,PLAYER 20,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 5,DUGGAN,SHORT PASS,LEFT,OFFENSIVE,POSSESSION,2022,1,0.09195506635529199,SIDE,TEAM,2022 - OPPONENT 5 - AWAY,GK,-7.75,2.9,0.9297412792921484
6,74,BLOCKED,20.13,30.87,PLAYER 18,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 6,,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.07810501225361673,MIDDLE,TEAM,2022 - OPPONENT 6 - HOME,GK,14.19,3.01,0.01
6,48,SAVED,25.05,55.92,PLAYER 22,AWAY,FREEKICK,LEFTFOOT,DOMINANT,OPPONENT 13,,,RIGHT,OFFENSIVE,RESTART,2022,0,0.031122848743002203,SIDE,TEAM,2022 - OPPONENT 13 - AWAY,GK,6.33,10.67,0.01
6,33,SAVED,19.97,39.27,PLAYER 23,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 11,DUGGAN,SHORT PASS,RIGHT,MIDDLE,POSSESSION,2022,0,0.08843566415859475,SIDE,TEAM,2022 - OPPONENT 11 - HOME,GK,-14.8,3.42,0.01
6,8,BLOCKED,21.06,63.57,PLAYER 10,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 4,,,RIGHT,OFFENSIVE,COUNTER,2022,0,0.024129838209494138,SIDE,TEAM,2022 - OPPONENT 4 - AWAY,GK,5.18,4.68,0.9046082296153118
6,46,SAVED,19.31,54.97,PLAYER 10,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 4,SOMMERFELD,SHORT PASS,RIGHT,OFFENSIVE,COUNTER,2022,0,0.04706026822406666,SIDE,TEAM,2022 - OPPONENT 4 - AWAY,GK,-12.85,6.15,0.01
6,50,MISSED,95.91,26.78,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 1,,SHORT PASS,RIGHT,MIDDLE,COUNTER,2022,0,0.048445871389481567,SIDE,OPPONENT,2022 - OPPONENT 1 - HOME,GK,-14.39,11.38,0.01
6,102,SAVED,23.85,45.66,PLAYER 12,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 6,KING,SHORT PASS,MIDDLE,DEFENSIVE,RESTART,2022,0,0.05426880830269645,MIDDLE,TEAM,2022 - OPPONENT 6 - HOME,GK,14.01,4.31,0.01
6,5,BLOCKED,20.54,30.17,PLAYER 8,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 8,SCHIRMER,SHORT PASS,MIDDLE,OFFENSIVE,COUNTER,2022,0,0.07359897456208937,MIDDLE,TEAM,2022 - OPPONENT 8 - HOME,GK,11.39,1.34,0.9616728671954564
6,56,SAVED,24,35.1,PLAYER 8,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 6,,THROUGH BALL,MIDDLE,DEFENSIVE,RESTART,2022,0,0.06082668459172621,MIDDLE,TEAM,2022 - OPPONENT 6 - HOME,GK,-7.78,5.72,0.9363837780298551
6,15,MISSED,23.71,37.36,PLAYER 9,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 14,,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.06322573381314119,MIDDLE,TEAM,2022 - OPPONENT 14 - HOME,GK,7.52,10.43,0.01
6,83,SAVED,91.38,37.36,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 6,,SHORT PASS,RIGHT,MIDDLE,COUNTER,2022,0,0.040841244346235914,SIDE,OPPONENT,2022 - OPPONENT 6 - AWAY,GK,4.54,2.84,0.9061383446091175
6,47,MISSED,15.66,20.61,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 6,SHELTON,SHORT PASS,LEFT,DEFENSIVE,RESTART,2022,0,0.05974846473667955,SIDE,TEAM,2022 - OPPONENT 6 - HOME,GK,-11.2,5.14,0.9510248859445083
6,56,SAVED,95.24,46.17,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 7,,SHORT PASS,MIDDLE,OFFENSIVE,COUNTER,2022,0,0.049507212723095766,MIDDLE,OPPONENT,2022 - OPPONENT 7 - HOME,GK,-13.87,8.22,0.01
6,90,MISSED,25.94,61.05,PLAYER 22,HOME,FREEKICK,LEFTFOOT,DOMINANT,OPPONENT 6,,,RIGHT,OFFENSIVE,RESTART,2022,0,0.02189704892486527,SIDE,TEAM,2022 - OPPONENT 6 - HOME,GK,8.25,2.06,0.9414698053361741
6,5,SAVED,95.1,46.61,PLAYER 16,AWAY,FREEKICK,RIGHTFOOT,,OPPONENT 4,,,MIDDLE,OFFENSIVE,RESTART,2022,0,0.04822388695809835,MIDDLE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,9.88,10.7,0.01
6,51,SAVED,21.77,37.06,PLAYER 9,HOME,FREEKICK,RIGHTFOOT,DOMINANT,OPPONENT 6,,,MIDDLE,OFFENSIVE,RESTART,2022,0,0.07543760544409951,MIDDLE,TEAM,2022 - OPPONENT 6 - HOME,GK,17.52,4.12,0.01
6,39,MISSED,27.81,27.08,PLAYER 11,HOME,THROW-IN,LEFTFOOT,DOMINANT,OPPONENT 3,DUGGAN,SHORT PASS,MIDDLE,MIDDLE,THROW-IN,2022,0,0.03647146301463627,MIDDLE,TEAM,2022 - OPPONENT 3 - HOME,GK,-17.57,3.52,0.01
6,68,BLOCKED,34.74,44,PLAYER 11,HOME,CORNER,LEFTFOOT,DOMINANT,OPPONENT 6,,,RIGHT,OFFENSIVE,RESTART,2022,0,0.02272244839404435,SIDE,TEAM,2022 - OPPONENT 6 - HOME,GK,10.99,6.47,0.9587661086524348
6,72,MISSED,25.34,53.05,PLAYER 9,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 14,,SHORT PASS,MIDDLE,DEFENSIVE,RESTART,2022,0,0.035464560039866186,MIDDLE,TEAM,2022 - OPPONENT 14 - HOME,GK,10.08,4.88,0.943516453888259
6,78,SAVED,19.98,34.04,PLAYER 18,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 14,,CROSSONGROUND,LEFT,MIDDLE,COUNTER,2022,0,0.08619909852415403,SIDE,TEAM,2022 - OPPONENT 14 - HOME,GK,5.32,6.48,0.935055690458851
6,75,MISSED,24.94,53.94,PLAYER 23,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 1,CONKEY,OTHER,MIDDLE,DEFENSIVE,LONG BALL,2022,0,0.034856668323990654,MIDDLE,TEAM,2022 - OPPONENT 1 - HOME,GK,-6.58,10.34,0.01
6,5,MISSED,26.65,27.08,PLAYER 20,HOME,FREEKICK,RIGHTFOOT,DOMINANT,OPPONENT 10,,,MIDDLE,OFFENSIVE,RESTART,2022,0,0.040014430164326965,MIDDLE,TEAM,2022 - OPPONENT 10 - HOME,GK,-15.69,6.69,0.01
6,36,SAVED,22.73,28.94,PLAYER 9,AWAY,FREEKICK,RIGHTFOOT,DOMINANT,OPPONENT 5,,,LEFT,OFFENSIVE,RESTART,2022,0,0.05869696796727564,SIDE,TEAM,2022 - OPPONENT 5 - AWAY,GK,3.67,2.97,0.896573625800512
6,52,SAVED,96.11,41.41,PLAYER 16,AWAY,FREEKICK,RIGHTFOOT,,OPPONENT 5,,,MIDDLE,OFFENSIVE,RESTART,2022,0,0.06017596577192295,MIDDLE,OPPONENT,2022 - OPPONENT 5 - AWAY,GK,10.37,11.77,0.01
6,26,MISSED,96.98,55.57,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 10,,,LEFT,OFFENSIVE,COUNTER,2022,0,0.036181614029546956,SIDE,OPPONENT,2022 - OPPONENT 10 - HOME,GK,3.66,4.11,0.8837809168375578
6,45,MISSED,21.77,37.81,PLAYER 12,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 6,,CROSSINAIR,MIDDLE,MIDDLE,RESTART,2022,0,0.07545601802131463,MIDDLE,TEAM,2022 - OPPONENT 6 - HOME,GK,-10.74,8.08,0.01
6,28,MISSED,92.65,43.74,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 1,,LONG BALL,MIDDLE,DEFENSIVE,LONG BALL,2022,0,0.04259915302659849,MIDDLE,OPPONENT,2022 - OPPONENT 1 - HOME,GK,-14.14,10.53,0.01
6,49,SAVED,96.18,54.09,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 4,,SHORT PASS,LEFT,OFFENSIVE,COUNTER,2022,0,0.03731434169219562,SIDE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,0.22,0.61,0.9419571132090941
6,44,MISSED,99.87,34.64,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 13,,OTHER,RIGHT,OFFENSIVE,RESTART,2022,0,0.0859156932352817,SIDE,OPPONENT,2022 - OPPONENT 13 - HOME,GK,-15.64,6.26,0.01
6,90,SAVED,19.83,50.79,PLAYER 3,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 13,,SHORT PASS,MIDDLE,OFFENSIVE,DEFLECTED SHOT,2022,0,0.05869159640416073,MIDDLE,TEAM,2022 - OPPONENT 13 - AWAY,GK,-1.6,9.11,0.01
6,44,GOAL,19.16,43.9,PLAYER 11,HOME,OPENPLAY,LEFTFOOT,DOMINANT,OPPONENT 8,GEORGE,SHORT PASS,LEFT,MIDDLE,COUNTER,2022,1,0.08558073058909871,SIDE,TEAM,2022 - OPPONENT 8 - HOME,GK,-12.23,6.59,0.01
6,42,MISSED,28.2,37.41,PLAYER 5,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 1,W. SHAFFER,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.0423771300160478,MIDDLE,TEAM,2022 - OPPONENT 1 - HOME,GK,14.91,8.77,0.01
6,35,GOAL,98.87,52.78,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 7,,SHORT PASS,LEFT,DEFENSIVE,POSSESSION,2022,1,0.048020418243331246,SIDE,OPPONENT,2022 - OPPONENT 7 - HOME,GK,7.23,5.49,0.9303250214333801
6,19,MISSED,96.47,58.53,PLAYER 16,AWAY,FREEKICK,RIGHTFOOT,,OPPONENT 4,,,LEFT,MIDDLE,RESTART,2022,0,0.02940010107508081,SIDE,OPPONENT,2022 - OPPONENT 4 - AWAY,GK,17.93,10.19,0.01
6,8,SAVED,26.98,50.18,PLAYER 22,HOME,OPENPLAY,LEFTFOOT,DOMINANT,OPPONENT 6,WINCHESTER,SHORT PASS,RIGHT,MIDDLE,RESTART,2022,0,0.035779677422370364,SIDE,TEAM,2022 - OPPONENT 6 - HOME,GK,8.85,8.66,0.01
6,68,MISSED,26.35,29.57,PLAYER 13,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 11,,LONG BALL,LEFT,DEFENSIVE,POSSESSION,2022,0,0.044408898068667726,SIDE,TEAM,2022 - OPPONENT 11 - HOME,GK,0.28,6.12,0.912353730607655
6,21,SAVED,96.69,54.83,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 8,,SHORT PASS,LEFT,OFFENSIVE,COUNTER,2022,0,0.03704843550799739,SIDE,OPPONENT,2022 - OPPONENT 8 - HOME,GK,-3.74,3.46,0.8884997878842724
6,61,BLOCKED,91.61,30.6,PLAYER 16,HOME,FREEKICK,RIGHTFOOT,,OPPONENT 7,,,MIDDLE,OFFENSIVE,RESTART,2022,0,0.03843580361100687,MIDDLE,OPPONENT,2022 - OPPONENT 7 - HOME,GK,6.16,6.84,0.9440957856043822
6,9,MISSED,25.59,37.1,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 7,W. SHAFFER,SHORT PASS,LEFT,DEFENSIVE,POSSESSION,2022,0,0.053383002982449634,SIDE,TEAM,2022 - OPPONENT 7 - HOME,GK,0.39,0.41,0.9456960139161178
6,89,BLOCKED,25.2,19.71,PLAYER 20,AWAY,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 13,,OTHER,MIDDLE,DEFENSIVE,LONG BALL,2022,0,0.031890266903863776,MIDDLE,TEAM,2022 - OPPONENT 13 - AWAY,GK,16.71,8.43,0.01
6,67,BLOCKED,22.48,58.26,PLAYER 3,AWAY,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 2,KING,SHORT PASS,MIDDLE,DEFENSIVE,POSSESSION,2022,0,0.03178727026021945,MIDDLE,TEAM,2022 - OPPONENT 2 - AWAY,GK,4.48,2.42,0.9137977950297662
6,2,MISSED,19.02,57.66,PLAYER 21,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 7,LOCKE,SHORT PASS,RIGHT,DEFENSIVE,COUNTER,2022,0,0.04001062309310851,SIDE,TEAM,2022 - OPPONENT 7 - HOME,GK,14.09,8.8,0.01
6,73,MISSED,26.32,27.14,PLAYER 4,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 8,DUGGAN,SHORT PASS,LEFT,MIDDLE,POSSESSION,2022,0,0.04116955205836334,SIDE,TEAM,2022 - OPPONENT 8 - HOME,GK,-17.25,2.03,0.01
6,82,BLOCKED,19.25,27.08,PLAYER 21,HOME,FREEKICK,RIGHTFOOT,DOMINANT,OPPONENT 7,,,LEFT,MIDDLE,RESTART,2022,0,0.07136394339471698,SIDE,TEAM,2022 - OPPONENT 7 - HOME,GK,-17.73,8.1,0.01
6,85,SAVED,20.17,44.24,PLAYER 18,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 5,,,RIGHT,OFFENSIVE,COUNTER,2022,0,0.07754481310953816,SIDE,TEAM,2022 - OPPONENT 5 - AWAY,GK,14.24,0.39,0.01
6,42,BLOCKED,21.32,42.94,PLAYER 7,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 13,,SHORT PASS,LEFT,OFFENSIVE,RESTART,2022,0,0.07303493539965873,SIDE,TEAM,2022 - OPPONENT 13 - AWAY,GK,2.47,6.39,0.9230653865188011
6,74,BLOCKED,18.64,49.88,PLAYER 8,AWAY,FREEKICK,RIGHTFOOT,DOMINANT,OPPONENT 13,SHELTON,OTHER,MIDDLE,MIDDLE,LONG BALL,2022,0,0.06710813968169321,MIDDLE,TEAM,2022 - OPPONENT 13 - AWAY,GK,-12.61,6.32,0.01
6,25,BLOCKED,28.68,52.04,PLAYER 22,HOME,FREEKICK,LEFTFOOT,DOMINANT,OPPONENT 3,,,MIDDLE,OFFENSIVE,RESTART,2022,0,0.029131077421970013,MIDDLE,TEAM,2022 - OPPONENT 3 - HOME,GK,11.59,0.27,0.9701000909129107
6,2,BLOCKED,24.3,36.3,PLAYER 8,AWAY,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 13,KING,SHORT PASS,RIGHT,MIDDLE,RESTART,2022,0,0.05976387212995178,SIDE,TEAM,2022 - OPPONENT 13 - AWAY,GK,2.97,2.94,0.8916439961058424
6,33,MISSED,100.29,51.77,PLAYER 16,AWAY,OPENPLAY,LEFTFOOT,,OPPONENT 5,,,MIDDLE,MIDDLE,COUNTER,2022,0,0.055930288664654604,MIDDLE,OPPONENT,2022 - OPPONENT 5 - AWAY,GK,3.42,0.18,0.9523598470766659
6,13,SAVED,28.77,48.52,PLAYER 20,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 14,,,MIDDLE,MIDDLE,COUNTER,2022,0,0.03310257372210269,MIDDLE,TEAM,2022 - OPPONENT 14 - HOME,GK,0.95,9.13,0.01
6,20,SAVED,27.84,27.29,PLAYER 16,HOME,FREEKICK,RIGHTFOOT,,OPPONENT 12,,,LEFT,OFFENSIVE,RESTART,2022,0,0.036640300975320124,SIDE,OPPONENT,2022 - OPPONENT 12 - HOME,GK,-15.57,9.07,0.01
6,86,SAVED,22.07,42.79,PLAYER 12,HOME,CORNER,LEFTFOOT,NONDOMINANT,OPPONENT 6,,,LEFT,OFFENSIVE,RESTART,2022,0,0.06865307711103967,SIDE,TEAM,2022 - OPPONENT 6 - HOME,GK,16.4,2.31,0.01
6,51,SAVED,97.47,37.13,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 1,,SHORT PASS,RIGHT,MIDDLE,COUNTER,2022,0,0.07036823116894389,SIDE,OPPONENT,2022 - OPPONENT 1 - HOME,GK,10.13,2.5,0.9475090475305039
6,52,SAVED,99.59,23.4,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 7,,THROUGH BALL,RIGHT,DEFENSIVE,POSSESSION,2022,0,0.053891176854611096,SIDE,OPPONENT,2022 - OPPONENT 7 - HOME,GK,16.43,9.26,0.01
6,8,MISSED,20.58,37.81,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 14,,SHORT PASS,LEFT,MIDDLE,COUNTER,2022,0,0.08424982710199362,SIDE,TEAM,2022 - OPPONENT 14 - HOME,GK,-15.57,10.48,0.01
6,68,BLOCKED,25.72,38.4,PLAYER 9,AWAY,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 2,,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.05269949667357921,MIDDLE,TEAM,2022 - OPPONENT 2 - AWAY,GK,5.4,3.4,0.9058580024278793
6,7,MISSED,94.51,43.39,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 14,,SHORT PASS,MIDDLE,DEFENSIVE,RESTART,2022,0,0.05032546383843345,MIDDLE,OPPONENT,2022 - OPPONENT 14 - AWAY,GK,-10.63,10.83,0.01
6,96,MISSED,19.08,27.7,PLAYER 8,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 6,,CROSSINAIR,RIGHT,DEFENSIVE,RESTART,2022,0,0.07455826952413325,SIDE,TEAM,2022 - OPPONENT 6 - HOME,GK,17.52,10.37,0.01
6,1,MISSED,93.16,56.37,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 13,,SHORT PASS,MIDDLE,MIDDLE,RESTART,2022,0,0.026987402248320923,MIDDLE,OPPONENT,2022 - OPPONENT 13 - HOME,GK,-10.75,9.76,0.01
6,88,MISSED,22.87,49.69,PLAYER 20,HOME,OPENPLAY,RIGHTFOOT,DOMINANT,OPPONENT 10,LOCKE,SHORT PASS,RIGHT,MIDDLE,COUNTER,2022,0,0.049892328509121675,SIDE,TEAM,2022 - OPPONENT 10 - HOME,GK,15.61,1.91,0.01
6,7,MISSED,19.08,40.68,PLAYER 9,HOME,OPENPLAY,LEFTFOOT,NONDOMINANT,OPPONENT 6,,SHORT PASS,RIGHT,OFFENSIVE,COUNTER,2022,0,0.09414769609836039,SIDE,TEAM,2022 - OPPONENT 6 - HOME,GK,-4.89,11.59,0.01
6,34,SAVED,93.74,34.3,PLAYER 16,AWAY,OPENPLAY,RIGHTFOOT,,OPPONENT 2,,SHORT PASS,LEFT,OFFENSIVE,COUNTER,2022,0,0.049328417246260255,SIDE,OPPONENT,2022 - OPPONENT 2 - AWAY,GK,15.1,11.05,0.01
6,82,SAVED,100.02,34.49,PLAYER 16,AWAY,THROW-IN,RIGHTFOOT,,OPPONENT 14,,THROW-IN,LEFT,OFFENSIVE,THROW-IN,2022,0,0.08689847686362864,SIDE,OPPONENT,2022 - OPPONENT 14 - AWAY,GK,11.95,8.14,0.01
6,62,MISSED,99.72,35.7,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 13,,OTHER,LEFT,OFFENSIVE,RESTART,2022,0,0.08589377829292694,SIDE,OPPONENT,2022 - OPPONENT 13 - HOME,GK,2.98,10.91,0.01
6,65,BLOCKED,97.19,48.83,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 13,,THROW-IN,LEFT,OFFENSIVE,RESTART,2022,0,0.05212682015910736,SIDE,OPPONENT,2022 - OPPONENT 13 - HOME,GK,2.47,11.57,0.01
7,58,MISSED,32.3,41.47,PLAYER 18,HOME,THROW-IN,RIGHTVOLLEY,DOMINANT,OPPONENT 11,,,MIDDLE,OFFENSIVE,RESTART,2022,0,0.028971863943566687,MIDDLE,TEAM,2022 - OPPONENT 11 - HOME,GK,15.2,7.54,0.01
7,11,SAVED,33.18,29.88,PLAYER 22,AWAY,THROW-IN,LEFTVOLLEY,DOMINANT,OPPONENT 9,,THROW-IN,LEFT,OFFENSIVE,THROW-IN,2022,0,0.02534082740244772,SIDE,TEAM,2022 - OPPONENT 9 - AWAY,GK,12.4,2.03,0.01
7,36,BLOCKED,88.28,37.21,PLAYER 16,HOME,OPENPLAY,LEFTFOOT,,OPPONENT 11,,SHORT PASS,MIDDLE,MIDDLE,COUNTER,2022,0,0.03116883938645908,MIDDLE,OPPONENT,2022 - OPPONENT 11 - HOME,GK,9.71,8.38,0.01
7,70,MISSED,82.33,41.03,PLAYER 16,HOME,OPENPLAY,RIGHTFOOT,,OPPONENT 10,,SHORT PASS,LEFT,MIDDLE,COUNTER,2022,0,0.01843170660959139,SIDE,OPPONENT,2022 - OPPONENT 10 - HOME,GK,-16.07,3.61,0.01
